cast,director,id,budget,genres,imdb_id,original_language,popularity,poster_path,production_companies,release_date,revenue,status,title,imdb_rating
Mark Ruffalo,John Curran,23601,3000000.0,Drama,0361309,en,2.1276610000000002,/x0lUzdRQbYQVVI8ZofoiXpsBBAF.jpg,Front Street Productions,2004-01-20,2037545.0,Released,We Don't Live Here Anymore,5.8
Seth Green,Steven Brill,10762,19000000.0,Action,0364751,en,6.0465160000000004,/oZDbFtTnTwW5GSfyaGFGaYxDBgD.jpg,Paramount Pictures,2004-08-20,69631118.0,Released,Without a Paddle,5.3
Stellan Skarsgård,Renny Harlin,11026,80000000.0,Horror,0204313,en,13.02369,/6ZX7GVR6uTTNzYPMNeECXjytAPa.jpg,Morgan Creek Productions,2004-08-20,78000586.0,Released,Exorcist: The Beginning,4.7
Johnny Messner,Dwight H. Little,11237,20000000.0,Adventure,0366174,en,10.749404,/kgTZK00U6fMMXj8C4G6174ZZUe7.jpg,Screen Gems,2004-08-26,70992898.0,Released,Anacondas: The Hunt for the Blood Orchid,4.9
Carrie-Anne Moss,E. Elias Merhige,8080,27000000.0,Crime,0324127,en,7.550891,/hn5w4XwpW7RjyVUyXB39KUHxCwi.jpg,Paramount Pictures,2004-08-27,13000000.0,Released,Suspect Zero,5.5
Reese Witherspoon,Mira Nair,11632,23000000.0,Drama,0241025,en,6.614456,/su37ChV4BzDqzGmpZpfYPFwPmJ7.jpg,Alliance Films,2004-09-01,16123851.0,Released,Vanity Fair,5.5
Ja Rule,Lance Rivera,18475,16000000.0,Comedy,0380277,en,1.7580790000000002,/2AvpBLs8BgMXsui5kWzgOXDh9QS.jpg,Cookout Productions,2004-09-03,12.0,Released,The Cookout,4.6
Cole Hauser,Paul Abascal,15644,20000000.0,Action,0338325,en,12.553403,/jiMiZqO56mVfKK7amclP9aUrfuz.jpg,Icon Productions,2004-09-03,16605763.0,Released,Paparazzi,5.8
Josh Hartnett,Paul McGuigan,11208,30000000.0,Drama,0324554,en,5.605652,/hAnpWtzF63Euilry4MNX2xyCKLM.jpg,Lakeshore Entertainment,2004-09-03,13001257.0,Released,Wicker Park,6.7
Cathy Podewell,Kevin Tenney,24924,1200000.0,Horror,0093624,en,6.942907000000001,/qWUVkyCZUSAMDLycjFoSMMhkDRu.jpg,Republic Pictures,1988-10-14,3109904.0,Released,Night of the Demons,6.1
Chris Evans,David R. Ellis,9759,25000000.0,Action,0337921,en,5.9188160000000005,/wguhhHAHoh2ECwjf5oHRH0P9ial.jpg,New Line Cinema,2004-09-06,56422687.0,Released,Cellular,6.1
Milla Jovovich,Alexander Witt,1577,45000000.0,Horror,0318627,en,7.850797,/iSuDk6sbkbjnLfB5rftMlyiJfh4.jpg,Impact Pictures,2004-09-10,129394835.0,Released,Resident Evil: Apocalypse,6.1
Bernie Mac,Charles Stone III,16232,30000000.0,Comedy,0339412,en,4.902869,/pfa5A6V7UNXqDi1T9FebJ8hT6Lf.jpg,Touchstone Pictures,2004-06-15,21800302.0,Released,Mr. 3000,5.0
Jude Law,Kerry Conran,5137,70000000.0,Mystery,0346156,en,9.64113,/7tO8s7n6Hga2y0NIUT0aoGQelPG.jpg,Paramount Pictures,2004-09-17,57958696.0,Released,Sky Captain and the World of Tomorrow,5.7
Kirsten Dunst,Richard Loncraine,11823,31000000.0,Comedy,0360201,en,14.224013000000001,/nwFbj6gXVhbf0vCvCyVUUlD5AdB.jpg,Universal Pictures,2004-09-13,41512007.0,Released,Wimbledon,6.0
Julianne Moore,Joseph Ruben,10145,42000000.0,Crime,0356618,en,6.40146,/lr1jcoacf5EEdqeUAYqDlFXs4hs.jpg,Revolution Studios,2004-09-24,117575636.0,Released,The Forgotten,5.5
Tracey Ullman,John Waters,13702,15000000.0,Comedy,0365125,en,7.665431,/s1Cke4EBs416FPqoif6tTpxI3Am.jpg,Fine Line Features,2004-09-12,1914166.0,Released,A Dirty Shame,5.4
Simon Pegg,Edgar Wright,747,4000000.0,Horror,0365748,en,14.902948,/ssY4EvRvufUZooNq1buRUrW7lCX.jpg,Universal Pictures,2004-04-09,30039392.0,Released,Shaun of the Dead,7.5
Tyrone Power,Henry King,43839,2000000.0,Drama,0029852,en,0.632261,/3vDOpV1D2IfuNYCmcBBIXlV9nUc.jpg,Twentieth Century Fox Film Corporation,1938-05-24,4000000.0,Released,Alexander's Ragtime Band,4.8
Richard Harris,Michael Anderson,12707,6000000.0,Drama,0076504,en,5.2534529999999995,/hvJvQgxoGfcr3k3a2Q7MsSm8U30.jpg,Dino de Laurentiis Cinematografica,1977-07-22,14717854.0,Released,Orca: The Killer Whale,5.5
Gérard Depardieu,Ridley Scott,1492,47000000.0,Action,0103594,en,11.618792,/bdrP911VLCPBX7AGgYRT3Dlr1OD.jpg,Paramount Pictures,1992-10-09,7191399.0,Released,1492: Conquest of Paradise,6.1
Will Smith,Vicky Jenson,10555,75000000.0,Animation,0307453,en,17.999273000000002,/zSHqX4qklYrHMEcv2GiHG5UwVsz.jpg,DreamWorks SKG,2004-09-20,367275019.0,Released,Shark Tale,5.8
Joaquin Phoenix,Jay Russell,11128,60000000.0,Drama,0349710,en,7.650411,/opgPMSdkXsTOB5W169VlivKyaZQ.jpg,Casey Silver Productions,2004-10-01,74541707.0,Released,Ladder 49,6.2
Hilary Duff,Sean McNamara,14024,15000000.0,Music,0361696,en,4.387004,/b1fdAQC87xpxKzfP1akrrmsDR6R.jpg,New Line Cinema,2004-08-10,14867514.0,Released,Raise Your Voice,6.0
Queen Latifah,Tim Story,11045,25000000.0,Thriller,0316732,en,7.745017,/7ACo6yQbtXjt5bP1EPhkShAizgc.jpg,Twentieth Century Fox Film Corporation,2004-10-06,36609966.0,Released,Taxi,4.8
Shane Carruth,Shane Carruth,14337,7000.0,Science Fiction,0390384,en,7.15307,/pYiAYDn3ltw9Fq7izODuq7oWYwX.jpg,Thinkfilm,2004-10-08,424760.0,Released,Primer,6.9
Richard Gere,Peter Chelsom,4380,50000000.0,Drama,0358135,en,9.082538000000001,/ntKMVXdb1tVr4q3sT9vJOV9wnfN.jpg,Miramax Films,2004-10-15,170128460.0,Released,Shall We Dance?,5.9
Trey Parker,Trey Parker,3989,32000000.0,Music,0372588,en,11.428941,/crkPGNm0M19LHp8I5mhs75EqhSH.jpg,Paramount Pictures,2004-10-10,50907422.0,Released,Team America: World Police,6.6
David Carradine,Paul Bartel,21241,780000.0,Action,0074279,en,2.096666,/nPLlXviSsLgftMvG3iGpn0Z8Ug1.jpg,New World Pictures,1976-07-06,1500000.0,Released,Cannonball,5.7
Billy Bob Thornton,Peter Berg,13416,30000000.0,Drama,0390022,en,13.041943,/xAECsNqfXZf4JusNQgf69DNKEU9.jpg,Universal Studios,2004-10-08,61255921.0,Released,Friday Night Lights,7.0
Renee Leblanc,Jonathan Caouette,1435,218.0,Documentary,0390538,en,1.620207,/8kAAZ2mC2uUd4D95CbdYUsikcju.jpg,,2003-10-19,1162014.0,Released,Tarnation,7.5
Ben Affleck,Mike Mitchell,15566,45000000.0,Comedy,0252028,en,8.698971,/l1SXiZWSNy7KRtNYN4cbNbLvSCX.jpg,DreamWorks SKG,2004-09-21,14793624.0,Released,Surviving Christmas,5.1
Sarah Michelle Gellar,Takashi Shimizu,1970,10000000.0,Horror,0391198,en,9.740827000000001,/y05X9RL0FIcEwoVSTppCPcQwhvf.jpg,Ghost House Pictures,2004-10-22,183474602.0,Released,The Grudge,5.8
Jude Law,Charles Shyer,8849,60000000.0,Comedy,0375173,en,10.411608,/dvKvkoc2d06cOSheq5hQ7G4FJJX.jpg,Paramount Pictures,2004-10-22,13395939.0,Released,Alfie,5.5
Paul Giamatti,Alexander Payne,9675,16000000.0,Comedy,0375063,en,12.646517999999999,/xg9EXz9SPJMxnnIMC4f9r8m5izr.jpg,Fox Searchlight Pictures,2004-10-22,109502303.0,Released,Sideways,6.9
Christian Bale,Brad Anderson,4553,5000000.0,Thriller,0361862,en,10.737565,/2tYr40n1ZjbMfYq20ieiAPsSe5.jpg,Filmax Entertainment,2004-02-09,8203235.0,Released,The Machinist,7.3
Cary Elwes,James Wan,176,1200000.0,Horror,0387564,en,23.508433,/dHYvIgsax8ZFgkz1OslE4V6Pnf5.jpg,Lions Gate Films,2004-10-01,103911669.0,Released,Saw,7.2
Jamie Foxx,Taylor Hackford,1677,40000000.0,Drama,0350258,en,10.603762,/fPDsBL0MdegEvyPhim9b5srHOqG.jpg,Universal Pictures,2004-10-29,124731534.0,Released,Ray,7.2
Craig T. Nelson,Brad Bird,9806,92000000.0,Action,0317705,en,22.220214000000002,/huGDgQRB24IzkJLNqe5zq1pdvEE.jpg,Walt Disney Pictures,2004-11-05,631442092.0,Released,The Incredibles,7.4
Tom Hanks,Robert Zemeckis,5255,165000000.0,Adventure,0338348,en,14.275360000000001,/2NETsNUxcfBdKtq3W5YbT9O03Ak.jpg,Golden Mean,2004-11-10,305875730.0,Released,The Polar Express,6.4
Brad Dourif,Don Mancini,11249,12000000.0,Drama,0387575,en,15.216315,/vOykTC4dMzEHt2fyOxVRWFnl2pl.jpg,Rogue Pictures,2004-11-11,24829644.0,Released,Seed of Chucky,4.9
Pierce Brosnan,Brett Ratner,10589,60000000.0,Action,0367479,en,11.945666000000001,/seEavscJqc1TuHfSZMeXQwohkNf.jpg,New Line Cinema,2004-11-12,61347797.0,Released,After the Sunset,6.0
Renée Zellweger,Beeban Kidron,9801,50000000.0,Comedy,0317198,en,7.78817,/fs3nGIwSBk9H8EcuPtnj7qQrYj2.jpg,Miramax Films,2004-11-10,40203020.0,Released,Bridget Jones: The Edge of Reason,6.1
Johnny Depp,Marc Forster,866,25000000.0,Drama,0308644,en,15.529604,/7VNtGDhKLefRhJWYokfP3hBh0uV.jpg,Miramax Films,2004-10-17,116766556.0,Released,Finding Neverland,7.2
Nicolas Cage,Jon Turteltaub,2059,100000000.0,Adventure,0368891,en,18.932203,/luMoc56LLMWUt60vUNNpwxrbTNt.jpg,Walt Disney Pictures,2004-11-19,347451894.0,Released,National Treasure,6.4
Tom Kenny,Stephen Hillenburg,11836,30000000.0,Animation,0345950,en,11.213712,/9NsjFw5NEBppIb7KUDQa4010jKT.jpg,Paramount Pictures,2004-11-14,140161792.0,Released,The SpongeBob SquarePants Movie,6.7
Colin Farrell,Oliver Stone,1966,155000000.0,War,0346491,en,13.498641000000001,/cJrnmbsFm5cEt0pHZZ2a1ueH5aT.jpg,France 3 Cinéma,2004-11-21,167298192.0,Released,Alexander,5.6
Julia Roberts,Mike Nichols,2288,27000000.0,Drama,0376541,en,10.860952000000001,/fGGaokx4k00S0J603VG53Qlr9jz.jpg,Columbia Pictures,2004-12-01,115505027.0,Released,Closer,6.7
George Clooney,Steven Soderbergh,163,110000000.0,Thriller,0349903,en,11.869347,/nS3iDLQuy13XY1JH58NNl1rCuNN.jpg,Village Roadshow Pictures,2004-12-09,362744280.0,Released,Ocean's Twelve,6.4
Wesley Snipes,David S. Goyer,36648,65000000.0,Science Fiction,0359013,en,18.860681,/4WinsdHQBdh5aTt7Bd7T7dbUXbb.jpg,New Line Cinema,2004-12-08,128905366.0,Released,Blade: Trinity,5.7
Jerry Lewis,Jerry Lewis,15788,900000.0,Comedy,0053644,en,2.738268,/soeU9nMPFh5iOZ7gS1aac60VvBX.jpg,Paramount Pictures,1960-07-20,10000000.0,Released,The Bellboy,6.1
Jerry Lewis,Frank Tashlin,18973,3000000.0,Comedy,0053716,en,2.3950669999999996,/27d8hTPQuiaGMRdvnGGjfKjYhdC.jpg,Paramount Pictures,1960-12-18,7100000.0,Released,Cinderfella,6.7
Rachael Leigh Cook,Reverge Anselmo,43670,16000000.0,Drama,0339727,en,1.054438,/oRaOCNZTGqRvYfbz40HseP6dNAs.jpg,Overseas FilmGroup,2004-05-23,174318.0,Released,Stateside,5.6
D. B. Sweeney,Robert Lieberman,15613,19885552.0,Drama,0106912,en,6.118228,/hnkSlNotn3otswZdtq3JlKe8AEW.jpg,Paramount Pictures,1993-03-12,19724334.0,Released,Fire in the Sky,6.5
Fannie Ward,Cecil B. DeMille,70368,17311.0,Drama,0005078,en,0.680407,/azqb7YuTuU3AX15THvTGKZkltN4.jpg,Jesse L. Lasky Feature Play Company,1915-12-13,137365.0,Released,The Cheat,4.8
John Gilbert,King Vidor,3060,245000.0,Drama,0015624,en,2.0846270000000002,/g5TgTrPcpJcWkCDF4v3xFzyjoGL.jpg,Metro-Goldwyn-Mayer (MGM),1925-11-05,22000000.0,Released,The Big Parade,7.0
Mae West,Lowell Sherman,43595,200000.0,Comedy,0024548,en,1.8407580000000001,/90Yiw3QSlTJ171Krgt2VU8gs85e.jpg,Paramount Pictures,1933-02-09,2200000.0,Released,She Done Him Wrong,5.2
Victor McLaglen,John Ford,43896,243000.0,Drama,0026529,en,2.000496,/qac9WmZG8DL64LLfYXolJcogbfG.jpg,RKO Radio Pictures,1935-05-09,950000.0,Released,The Informer,6.5
Clark Gable,Jack Conway,55604,2000000.0,Adventure,0032273,en,1.52854,/2G67s9rD2qFYfJdk9cZEGGPWzqv.jpg,Metro-Goldwyn-Mayer (MGM),1940-08-30,9172000.0,Released,Boom Town,6.5
Spencer Tracy,Victor Fleming,43306,2627000.0,Drama,0035959,en,0.662665,/tbM53yBwhoYK9JoPKRpUSVZtP8s.jpg,Metro-Goldwyn-Mayer (MGM),1944-03-01,5363000.0,Released,A Guy Named Joe,6.0
John Wayne,John Ford,29244,1243000.0,Action,0040064,en,3.803268,/dsVrYIpK2Rcgsr5QrfjBQWee5JE.jpg,Argosy Pictures,1948-12-01,2841000.0,Released,3 Godfathers,6.1
John Wayne,John Ford,37347,2500000.0,Western,0040369,en,5.499979,/gVXaYYTzCb2g7UxPHIDzsnXZm1C.jpg,RKO Radio Pictures,1948-03-26,3000000.0,Released,Fort Apache,6.8
Judy Garland,Vincente Minnelli,35032,3700000.0,Music,0040694,en,1.8301779999999999,/aS1mcIljNwRXEnlYfiq7mWeQuml.jpg,Metro-Goldwyn-Mayer (MGM),1948-06-11,2956000.0,Released,The Pirate,6.6
Betty Hutton,George Sidney,25209,3768785.0,Action,0042200,en,2.090588,/a5wCzkq4cPp0CyFmwLrQgnCHl8x.jpg,Metro-Goldwyn-Mayer (MGM),1950-05-17,8000000.0,Released,Annie Get Your Gun,7.3
Audrey Hepburn,Fred Zinnemann,27029,3500000.0,Drama,0053131,en,3.473993,/i0qzJwBnIl86yji9QmqQxFPkIBk.jpg,Warner Bros.,1959-06-18,12800000.0,Released,The Nun's Story,7.4
Arch Hall Jr.,Arch Hall Sr.,31287,15000.0,Horror,0055946,en,1.2742280000000001,/zyJAxIGB4VtTNpY0i8JCwUJ8R4y.jpg,Fairway International Pictures,1962-06-08,3274.0,Released,Eegah,2.8
Trevor Howard,Lewis Milestone,11085,19000000.0,Adventure,0056264,en,5.857488,/6dEnZkgxpsLQFyxEMdTdV2Fjul9.jpg,Metro-Goldwyn-Mayer (MGM),1962-11-08,13680000.0,Released,Mutiny on the Bounty,6.5
Christopher Lee,Terence Fisher,17102,280379.0,Horror,0059127,en,8.913793,/AcrStPFOuXhOTXmJ6uf6V89cnke.jpg,Seven Arts Productions,1966-01-09,364937.0,Released,Dracula: Prince of Darkness,6.1
Charlton Heston,Sam Peckinpah,29715,3800000.0,War,0059418,en,3.055936,/bwLMwKun3RNn9rmcfMfJw11ofNh.jpg,Columbia Pictures Corporation,1965-04-07,14873.0,Released,Major Dundee,6.2
Burt Lancaster,John Frankenheimer,3482,5800000.0,Action,0059825,en,4.412564,/6wpWPBj80msD142n5p8xoX6dT06.jpg,Les Productions Artistes Associés,1964-09-21,6800000.0,Released,The Train,7.2
Lee Marvin,John Boorman,26039,2500000.0,Action,0062138,en,5.352165,/slqptHys6HQJKXOnRm1LqxFxzJP.jpg,Metro-Goldwyn-Mayer (MGM),1967-08-30,3200000.0,Released,Point Blank,7.1
Mark Frechette,Michelangelo Antonioni,2998,7000000.0,Drama,0066601,en,6.258456,/4yInJAMeuOf1tErz4D2vkiFQCvD.jpg,Metro-Goldwyn-Mayer (MGM),1970-02-09,1000000.0,Released,Zabriskie Point,7.1
Simon Chuckster,Melvin Van Peebles,5822,150000.0,Action,0067810,en,1.4351479999999999,/wVylUhMpTYZFonPocAfxNacHAEB.jpg,Yeah,1971-04-23,15200000.0,Released,Sweet Sweetback's Baadasssss Song,4.7
Robert Mitchum,Dick Richards,1835,2500000.0,Crime,0072973,en,3.875842,/kqEXKX5I3YwOZ4goYBh3GtWdSFv.jpg,ITC Entertainment,1975-08-08,2000000.0,Released,"Farewell, My Lovely",6.8
Gene Wilder,Arthur Hiller,11558,6500000.0,Comedy,0075223,en,8.254209,/sFGTQkoUSytqsvZm7hUrxkmVhEy.jpg,Twentieth Century Fox Film Corporation,1976-12-03,51079064.0,Released,Silver Streak,6.8
Mel Brooks,Mel Brooks,12535,3400000.0,Comedy,0076141,en,5.101153,/hJwcsCzbIGt9G2V3E7lcdxxfIea.jpg,Twentieth Century Fox Film Corporation,1977-12-25,31063038.0,Released,High Anxiety,6.5
Roy Scheider,William Friedkin,38985,22000000.0,Action,0076740,en,13.966833,/iGDkhDPQKiA4ycpExU9kbDPW9QA.jpg,Paramount Pictures,1977-06-24,12000000.0,Released,Sorcerer,7.5
Peter Falk,Arthur Hiller,19827,9000000.0,Action,0079336,en,3.336115,/vJXfjb8ZX2iCj8s3bfCXt6UM2FW.jpg,Warner Bros.,1979-06-15,38200000.0,Released,The In-Laws,6.7
Roy Scheider,John Badham,6341,22000000.0,Science Fiction,0085255,en,10.456371,/sdsA2shw0TA81idpx2EafI6FEwN.jpg,Columbia Pictures Corporation,1983-02-05,42313354.0,Released,Blue Thunder,5.9
Matt Dillon,Francis Ford Coppola,232,10000000.0,Action,0086216,en,8.20519,/pwXuTYNhKucg40HzEhUQDpm2FQm.jpg,Universal Pictures,1983-10-20,2494480.0,Released,Rumble Fish,6.8
Albert Brooks,Steven Spielberg,15301,10000000.0,Drama,0086491,en,5.836054,/hLcKs6evdDddVrvbYUCZ9vtKWfT.jpg,Warner Bros.,1983-06-24,29450919.0,Released,Twilight Zone: The Movie,6.2
Sean Penn,Richard Benjamin,47359,9000000.0,Drama,0087968,en,10.941991,/sJedI4bI0EcC0nWZIW9yhA2Iu8M.jpg,Paramount Pictures,1984-03-23,6045657.0,Released,Racing with the Moon,5.8
Barry Otto,Ray Lawrence,54407,3400000.0,Comedy,0088821,en,0.40319,/4RXfE9ZuCsHQ1MLsupjlVlEtrCT.jpg,New South Wales Film Corp.,1985-10-04,660537.0,Released,Bliss,5.2
Ken Ogata,Paul Schrader,27064,5000000.0,Drama,0089603,en,8.591834,/r49kvu9FKPbgXgFp4EB1CwPCnPj.jpg,Lucasfilm,1985-05-15,502758.0,Released,Mishima: A Life in Four Chapters,7.7
Robin Williams,Harold Ramis,26555,15000000.0,Comedy,0090856,en,4.079853,/pVVNkP7iA0BMvlqt3xJPSLnEqjW.jpg,Warner Bros.,1986-07-11,12308521.0,Released,Club Paradise,4.3
Richard Jordan,Alan Johnson,36677,25000000.0,Science Fiction,0091981,en,1.278665,/biQozy811d1eBkeItu4mAJVzQe9.jpg,Brooksfilms,1986-11-26,1579260.0,Released,Solarbabies,5.1
Donald Pleasence,John Carpenter,8852,3000000.0,Horror,0093777,en,8.587231,/pg6fgy9fHn7ZSKzdef2OhVW45iA.jpg,Universal Pictures,1987-10-23,14182492.0,Released,Prince of Darkness,6.6
Viggo Mortensen,Renny Harlin,48309,1300000.0,Crime,0095904,en,11.582419,/7pmXErkYfaLvs2oLQamW0qPNj4r.jpg,Empire Pictures,1988-03-04,354704.0,Released,Prison,6.7
Johnny Depp,John Waters,9768,11000000.0,Comedy,0099329,en,8.290384,/wuvick59KjsA6LCM7KWLO4fmwXj.jpg,Imagine Entertainment,1990-04-05,8266343.0,Released,Cry-Baby,6.4
James Lorinz,Frank Henenlotter,27274,2500000.0,Comedy,0099611,en,5.097791,/xWgH2ZdAioz3SqmgHNED3jxy0xN.jpg,Levins-Henenlotter,1990-06-01,205068.0,Released,Frankenhooker,5.7
Steven Seagal,Bruce Malmuth,9569,10000000.0,Action,0099739,en,7.176601,/ucgu8ZE7LN4HerIXqKvCS73Mga5.jpg,Warner Bros.,1990-02-09,47410000.0,Released,Hard to Kill,5.6
Robert Redford,Sydney Pollack,22189,40000000.0,Drama,0099747,en,10.10753,/xtP28wLy4TAKOjXuAat4j4BOeLl.jpg,Universal Pictures,1990-12-11,9243140.0,Released,Havana,5.5
Jean-Claude Van Damme,Sheldon Lettich,9399,6000000.0,Action,0100029,en,4.619068,/6dVDVZ5nUAVgj23qSWFUqzRaZrx.jpg,Universal Pictures,1990-06-07,24078196.0,Released,Lionheart,5.9
Alan Rickman,Radha Bharadwaj,58648,4000000.0,Drama,0101597,en,1.456755,/jo0HQgDZGiQBrTtiTarRtifZNtL.jpg,Imagine Entertainment,1991-03-06,259012.0,Released,Closet Land,6.6
Ed O'Neill,Peter Faiman,25330,17000000.0,Comedy,0101786,en,8.237799,/ounuaeza1uYu4mKbGglCQMbnysV.jpg,Twentieth Century Fox Film Corporation,1991-07-19,4603929.0,Released,Dutch,6.4
Kristy Swanson,Stewart Raffill,34376,13000000.0,Fantasy,0102395,en,2.62835,/z6teD70HPptwH1HwVsIRPvVHF4G.jpg,Gladden Entertainment,1991-01-07,3752426.0,Released,Mannequin Two: On the Move,4.6
Steven Seagal,John Flynn,14362,14000000.0,Action,0102614,en,6.892056,/p9ytbkDGGgni5E0QdWb1ttxwXCc.jpg,Warner Bros.,1991-04-12,39673161.0,Released,Out for Justice,5.9
James Woods,Michael Ritchie,19143,17000000.0,Action,0104107,en,3.622179,/e9yBRnykLUpjCsb7Wn1rRy2SphZ.jpg,Metro-Goldwyn-Mayer (MGM),1992-08-14,4836637.0,Released,Diggstown,6.5
Christopher Lambert,Stuart Gordon,12088,8000000.0,Action,0106950,en,5.970749,/nzLFgdPTCmkDXZGFuTsgKGG6oo0.jpg,Village Roadshow Pictures,1992-09-30,6739141.0,Released,Fortress,5.7
Jacob Tierney,Billy Weber,48706,18000000.0,Adventure,0107277,en,0.768367,/zJleCgFzspombFgx9U6UVI26yg7.jpg,Columbia Pictures,1993-11-24,1528163.0,Released,Josh and S.A.M.,5.0
Brad Johnson,Stephen Cornwell,35610,5000000.0,Science Fiction,0107819,en,1.155075,/aiBw5cbgFwvLjJUzi90gnaYhRVB.jpg,Trimark Pictures,1993-11-12,2970.0,Released,Philadelphia Experiment II,5.0
Christopher Lambert,Graham Baker,5470,20000000.0,Action,0120604,en,7.745765,/6SP1gFKeHcEqfuqEF70uWI99huZ.jpg,CTV International,1999-04-01,1531251.0,Released,Beowulf,4.4
Aamir Khan,Farhan Akhtar,14752,2079000.0,Drama,0292490,en,4.558793,/3Rwy4UjWBGEbD23xjyeBsL3OnXQ.jpg,Excel Entertainment,2001-07-24,4099000.0,Released,Dil Chahta Hai,7.1
Heike Makatsch,Peter Hyams,10077,80000000.0,Thriller,0318081,en,4.9801910000000005,/gsqOX1ReJ5lcmTuDdkhOXLug8Ug.jpg,Epsilon Motion Pictures,2005-05-15,5989640.0,Released,A Sound of Thunder,4.8
Jim Carrey,Brad Silberling,11774,140000000.0,Adventure,0339291,en,12.817945,/dHQMAj9E2G2ewjN1aCOPubsZaj1.jpg,Paramount Pictures,2004-12-16,209073645.0,Released,Lemony Snicket's A Series of Unfortunate Events,6.7
Samuel L. Jackson,John Boorman,16635,12000000.0,Romance,0349260,en,1.14196,/zDbDcWCPiqbmKjdW4jGHEvK0dOp.jpg,Chartoff Productions,2004-05-04,163536.0,Released,In My Country,7.1
Ryan Reynolds,William Phillips,14527,8256269.0,Action,0356614,en,7.474007,/mbaRnxMepx0FatyyXa2Fljc8wK3.jpg,Alliance Atlantis Communications,2003-10-03,460978.0,Released,Foolproof,6.3
Adrien Brody,John Maybury,9667,29000000.0,Drama,0366627,en,12.092096000000002,/ts5hSSpgHEcPFpdfk6gmLLgx5k4.jpg,Section Eight,2005-03-04,21126225.0,Released,The Jacket,6.8
Adam Sandler,James L. Brooks,2539,80000000.0,Comedy,0371246,en,11.202764,/eXsj4d6kP5z1n9Pkk7rosX2TF9w.jpg,Gracie Films,2004-12-17,55041367.0,Released,Spanglish,5.8
Nicole Kidman,Sydney Pollack,179,80000000.0,Crime,0373926,en,12.047671000000001,/aAW4W8x41TwWQUQpLQqkWNQbtlv.jpg,Universal Pictures,2005-04-08,162944923.0,Released,The Interpreter,6.2
Blanchard Ryan,Chris Kentis,83,130000.0,Drama,0374102,en,10.652818,/hua2eluUhiLvKqwHFPV2aTiY8pp.jpg,Plunge Pictures LLC,2004-08-06,54667954.0,Released,Open Water,5.3
Daniel Craig,Matthew Vaughn,4836,6500000.0,Drama,0375912,en,9.642214,/y6BzUkrx789OhVMDXZiBBVHu6OQ.jpg,Sony Pictures Classics,2004-09-30,11850214.0,Released,Layer Cake,7.0
Dennis Quaid,John Moore,11866,45000000.0,Action,0377062,en,15.434731,/qecorw3Y4UtHabV0pskpvbJylms.jpg,Twentieth Century Fox Film Corporation,2004-12-17,21009180.0,Released,Flight of the Phoenix,5.7
Rory Culkin,Jacob Aaron Estes,12281,500000.0,Crime,0377091,en,12.428269,/cleaElpVZdvmfdShiyrzCm7N0Ej.jpg,Whitewater Films,2004-01-15,603943.0,Released,Mean Creek,6.9
Naomi Watts,Hideo Nakata,10320,50000000.0,Drama,0377109,en,16.158179999999998,/mYZdcd5XeZkye72oQejkLuAGI7q.jpg,DreamWorks,2005-03-17,161451538.0,Released,The Ring Two,5.5
Christopher Plummer,Philip Saville,30973,10000000.0,Drama,0377992,en,1.551648,/aqd9dYniWpnf4ZSLFKhRJnACO9a.jpg,Gospel of John Ltd.,2003-09-11,4069090.0,Released,The Visual Bible: The Gospel of John,8.2
John Turturro,Spike Lee,20912,8000000.0,Comedy,0384533,en,5.126696,/gfJOCHFQnhkmXy7pCnOxANeYm2k.jpg,40 Acres & A Mule Filmworks,2004-07-30,365134.0,Released,She Hate Me,5.1
Zana Briski,Zana Briski,1392,350000.0,Documentary,0388789,en,2.96237,/gteL79uWvdec9Me0mCNHxI1kZdn.jpg,HBO/Cinemax Documentary,2004-12-08,3515061.0,Released,Born into Brothels,6.7
Jeff Clark,Stacy Peralta,291,2600000.0,Documentary,0389326,en,2.203949,/A7QTmd5wzeJKkr2FZCcqsefrku1.jpg,,2004-07-09,3166000.0,Released,Riding Giants,7.6
Keanu Reeves,Richard Linklater,3509,8700000.0,Animation,0405296,en,11.643025999999999,/wS0QhF2RTwap84BKGr9hKHzNAMx.jpg,Thousand Words,2006-05-25,7659918.0,Released,A Scanner Darkly,6.8
Clint Eastwood,Clint Eastwood,70,30000000.0,Drama,0405159,en,14.471373000000002,/h4VZKi2Jt4VoBYJmtC4c3bO8KqM.jpg,Lakeshore Entertainment,2004-12-15,216763646.0,Released,Million Dollar Baby,7.7
Don Cheadle,Terry George,205,17500000.0,Drama,0395169,en,10.262332,/ux6TRpqIOv6h8VJAiDVQBy2LBBH.jpg,Lions Gate Films,2004-09-11,38000000.0,Released,Hotel Rwanda,7.5
Johnny Depp,Tim Burton,118,150000000.0,Adventure,0367594,en,22.038404999999997,/dvHl1dYvaZRhj9Gk0ITcCHr4DIJ.jpg,Village Roadshow Pictures,2005-07-13,474968763.0,Released,Charlie and the Chocolate Factory,6.7
Bill Murray,Wes Anderson,421,50000000.0,Adventure,0362270,en,6.936677,/kKwNRePEqTfC6DnNlJzz1yX44iR.jpg,Touchstone Pictures,2004-12-10,34808403.0,Released,The Life Aquatic with Steve Zissou,7.1
